"Product","Blackbox flight data recorder by Nicholas Sherlock"
17664,22956073,-12,0,0,10000,1485,2800,53,-188,-8,10,-205,-12,-63,-77,-2883,2011,-90,-8927,938,815,913,774,-6149,-508,-843,5222,-85,42,-6,-6150,-512,-785,5229,49,-51,0,-1,31,2,0,0,-1375,0,0,6,146,-19,-4,2567,2089,2470,1935,0,0,0,0,2634,2149,2470,1946,0,0,0,0,1513,1320,1421,1252,0,0,0,0,1506,1305,1420,1254,0,0,0,0,-5,-15,1,1,0,0,0,0,1346,1588,-1574,22923200,1348,1633,-1580,1415,884,-1500,36,-168,94,44,-188,122,7,-71,9,-90,302,-358,-6089,-524,-862,5288,1346,1588,-1574,36,-168,94,-6149,-508,-843,5222,57,24,40,-109,-90,-1554,-3226,-4234,19575,0,8705,7,0,1,1,-0.03986157395547966,-0.23957842066430735,-1.4129093875833731,0,0,0,"","","",NaN,NaN,NaN,NaN
17668,22958088,-12,0,0,10000,1485,2800,33,-201,-11,44,-247,15,-45,-13,-3070,-3179,-564,-2290,930,813,911,772,-6149,-507,-840,5223,-86,36,-9,-6151,-510,-783,5229,49,-51,0,4,34,2,0,0,-1372,0,0,7,157,-2,4,2536,2081,2461,1930,0,0,0,0,2628,2145,2470,1945,0,0,0,0,1511,1317,1421,1252,0,0,0,0,1500,1302,1415,1257,0,0,0,0,-5,-14,1,1,0,0,0,0,1347,1584,-1572,22923200,1348,1633,-1580,1415,884,-1500,35,-167,93,44,-188,122,7,-70,9,-89,301,-355,-6089,-524,-862,5288,1347,1584,-1572,35,-167,93,-6149,-507,-840,5223,57,24,40,-109,-90,-1554,-3226,-4234,19575,0,8705,7,0,1,1,-0.03958383354814117,-0.2388564950152442,-1.4131171716124888,0,0,0,"","","",NaN,NaN,NaN,NaN
17672,22960104,-12,0,0,10000,1485,2800,27,-195,-4,-23,-190,-27,-102,-87,-2913,2792,231,-8105,930,813,909,775,-6149,-506,-838,5223,-80,27,-6,-6151,-510,-781,5229,50,-49,0,5,33,1,0,0,-1370,0,0,7,148,12,-2,2536,2082,2451,1940,0,0,0,0,2622,2141,2469,1944,0,0,0,0,1510,1314,1421,1252,0,0,0,0,1500,1290,1429,1254,0,0,0,0,-6,-14,1,1,0,0,0,0,1347,1581,-1570,22923200,1348,1633,-1580,1415,884,-1500,35,-167,92,44,-188,122,7,-70,9,-89,300,-353,-6089,-524,-862,5288,1347,1581,-1570,35,-167,92,-6149,-506,-838,5223,57,24,40,-109,-90,-1554,-3226,-4234,19575,0,8705,7,0,1,1,-0.03944464845994221,-0.23831047236844247,-1.4130229509813486,0,0,0,"","","",NaN,NaN,NaN,NaN
17676,22962119,-12,0,0,10000,1485,2800,11,-153,9,14,-153,56,28,80,-2994,-3353,-8,-4685,929,807,911,772,-6150,-504,-835,5223,-80,30,-7,-6151,-509,-779,5229,50,-49,0,9,24,-2,0,0,-1367,0,0,7,156,-10,-1,2534,2058,2459,1927,0,0,0,0,2616,2136,2468,1943,0,0,0,0,1509,1312,1422,1253,0,0,0,0,1492,1312,1424,1251,0,0,0,0,-7,-13,2,1,0,0,0,0,1348,1578,-1568,22923200,1348,1633,-1580,1415,884,-1500,35,-166,92,44,-188,122,7,-70,9,-88,298,-351,-6089,-524,-862,5288,1348,1578,-1568,35,-166,92,-6150,-504,-835,5223,57,24,40,-109,-90,-1554,-3226,-4234,19575,0,8705,7,0,1,1,-0.03931536849568735,-0.23743623544733405,-1.4129096943129411,0,0,0,"","","",NaN,NaN,NaN,NaN
17680,22964135,-12,0,0,10000,1485,2800,53,-185,34,66,-244,31,-128,6,-2931,2945,-1973,-7044,933,805,900,774,-6150,-503,-833,5223,-68,26,2,-6151,-509,-777,5230,51,-48,0,0,31,-8,0,0,-1365,0,0,8,118,9,-24,2548,2051,2415,1937,0,0,0,0,2612,2130,2466,1943,0,0,0,0,1508,1309,1422,1253,0,0,0,0,1496,1302,1424,1251,0,0,0,0,-7,-12,1,0,0,0,0,0,1349,1574,-1566,22923200,1348,1633,-1580,1415,884,-1500,35,-165,91,44,-188,122,7,-69,9,-87,297,-349,-6089,-524,-862,5288,1349,1574,-1566,35,-165,91,-6150,-503,-833,5223,57,24,40,-109,-90,-1554,-3226,-4234,19575,0,8705,7,0,1,1,-0.03917633079784334,-0.23689033946796567,-1.41281609495748,0,0,0,"","","",NaN,NaN,NaN,NaN
17684,22966150,-12,0,0,10000,1485,2800,53,-115,56,44,-72,81,43,73,-2963,-2326,1777,-4501,939,795,897,770,-6151,-502,-831,5222,-56,30,9,-6152,-508,-776,5229,50,-47,0,-1,15,-13,0,0,-1362,0,0,8,97,-25,-42,2573,2015,2404,1922,0,0,0,0,2609,2124,2462,1942,0,0,0,0,1506,1307,1422,1253,0,0,0,0,1492,1309,1429,1246,0,0,0,0,-7,-10,1,0,0,0,0,0,1349,1571,-1564,22923200,1348,1633,-1580,1415,884,-1500,34,-165,90,44,-188,122,7,-69,8,-87,296,-346,-6089,-524,-862,5288,1349,1571,-1564,34,-165,90,-6151,-502,-831,5222,57,24,40,-109,-90,-1554,-3226,-4234,19575,0,8705,7,0,1,1,-0.038995852599151025,-0.2363547693685525,-1.4123968949123282,0,0,0,"","","",NaN,NaN,NaN,NaN
17688,22968166,-12,0,0,10000,1485,2800,34,-129,48,33,-148,26,-129,44,-2883,2518,-3767,-5683,939,792,895,770,-6152,-502,-829,5222,-51,34,15,-6152,-508,-773,5229,50,-48,0,4,19,-11,0,0,-1360,0,0,9,95,-27,-47,2574,2004,2399,1923,0,0,0,0,2606,2116,2458,1940,0,0,0,0,1505,1305,1423,1253,0,0,0,0,1486,1290,1424,1254,0,0,0,0,-7,-10,2,0,0,0,0,0,1350,1568,-1563,22923200,1348,1633,-1580,1415,884,-1500,34,-164,89,44,-188,122,7,-69,8,-87,295,-344,-6089,-524,-862,5288,1350,1568,-1563,34,-164,89,-6152,-502,-829,5222,57,24,40,-109,-90,-1554,-3226,-4234,19575,0,8705,7,0,1,1,-0.03865118013796739,-0.23599744428622962,-1.4123253784047405,0,0,0,"","","",NaN,NaN,NaN,NaN
17692,22970182,-12,0,0,10000,1435,3217,37,-117,50,101,-126,60,-4,-30,-2980,-1789,3975,-3000,937,788,893,766,-6152,-501,-827,5221,-47,35,17,-6153,-507,-773,5228,49,-47,0,3,16,-12,0,0,-1358,0,0,10,87,-33,-47,2565,1987,2388,1906,0,0,0,0,2604,2108,2454,1938,0,0,0,0,1503,1304,1423,1252,0,0,0,0,1477,1297,1420,1251,0,0,0,0,-7,-9,2,-1,0,0,0,0,1351,1564,-1561,22923200,1348,1633,-1580,1415,884,-1500,34,-163,89,44,-188,122,7,-68,8,-87,294,-342,-6089,-524,-862,5288,1351,1564,-1561,34,-163,89,-6152,-501,-827,5221,57,24,40,-109,-90,-1554,-3226,-4234,19575,0,8705,7,0,1,1,-0.03848669983374397,-0.23543603047854617,-1.4118811509979867,0,0,0,"","","",NaN,NaN,NaN,NaN
17696,22972197,-12,0,0,10000,1435,3217,67,-111,44,69,-93,36,-78,97,-2844,-46,-3663,-4061,940,790,890,763,-6153,-501,-826,5221,-32,35,18,-6154,-506,-770,5228,50,-48,0,-4,14,-10,0,0,-1355,0,0,9,49,-36,-46,2578,1995,2379,1894,0,0,0,0,2602,2101,2449,1936,0,0,0,0,1502,1302,1423,1252,0,0,0,0,1500,1294,1420,1254,0,0,0,0,-7,-8,1,-1,0,0,0,0,1352,1561,-1559,22923200,1348,1633,-1580,1415,884,-1500,34,-162,88,44,-188,122,6,-68,8,-86,293,-340,-6089,-524,-862,5288,1352,1561,-1559,34,-162,88,-6153,-501,-826,5221,57,24,40,-109,-90,-1554,-3226,-4234,19575,0,8705,7,0,1,1,-0.038306675538940266,-0.2352701831417042,-1.4118585108785933,0,0,0,"","","",NaN,NaN,NaN,NaN
17700,22974213,-12,0,0,10000,1435,3217,56,-78,23,78,-73,13,-55,25,-2966,-523,3720,-1060,939,787,893,754,-6154,-501,-824,5220,-25,42,14,-6155,-505,-769,5227,49,-48,0,-2,7,-5,0,0,-1353,0,0,10,41,-62,-34,2571,1982,2389,1862,0,0,0,0,2600,2094,2445,1932,0,0,0,0,1500,1300,1423,1252,0,0,0,0,1500,1294,1406,1246,0,0,0,0,-7,-8,0,-1,0,0,0,0,1352,1558,-1557,22923200,1348,1633,-1580,1415,884,-1500,34,-162,87,44,-188,122,6,-68,7,-86,292,-338,-6089,-524,-862,5288,1352,1558,-1557,34,-162,87,-6154,-501,-824,5220,57,24,40,-109,-90,-1554,-3226,-4234,19575,0,8705,7,0,1,1,-0.03793663053829463,-0.234897077544789,-1.4114364198461755,0,0,0,"","","",NaN,NaN,NaN,NaN
17704,22976229,-12,0,0,10000,1435,3217,44,-113,38,34,-177,60,-75,82,-2862,425,-3806,-1358,938,788,891,756,-6154,-501,-823,5220,-19,41,12,-6155,-504,-767,5227,48,-50,0,1,15,-9,0,0,-1351,0,0,10,35,-46,-35,2566,1987,2380,1871,0,0,0,0,2598,2086,2441,1927,0,0,0,0,1499,1299,1423,1252,0,0,0,0,1496,1282,1415,1236,0,0,0,0,-7,-8,0,-2,0,0,0,0,1353,1555,-1555,22923200,1348,1633,-1580,1415,884,-1500,33,-161,86,44,-188,122,6,-67,7,-85,291,-336,-6089,-524,-862,5288,1353,1555,-1555,33,-161,86,-6154,-501,-823,5220,57,24,40,-109,-90,-1554,-3226,-4234,19575,0,8705,7,0,1,1,-0.03777228058206144,-0.23470546591338254,-1.4113882695738953,0,0,0,"","","",NaN,NaN,NaN,NaN
17708,22978244,-12,0,0,10000,1435,3217,47,-122,30,29,-111,14,-70,-50,-2955,-1254,4775,-2597,935,789,887,757,-6155,-500,-821,5220,-13,32,12,-6156,-503,-765,5226,47,-50,0,0,17,-7,0,0,-1349,0,0,10,23,-27,-34,2556,1993,2365,1872,0,0,0,0,2596,2080,2436,1924,0,0,0,0,1498,1297,1423,1251,0,0,0,0,1492,1290,1420,1251,0,0,0,0,-6,-8,-1,-3,0,0,0,0,1354,1551,-1554,22975912,1367,1545,-1527,1415,884,-1500,33,-160,86,34,-163,98,6,-67,7,-85,290,-334,-6099,-452,-742,5300,1354,1551,-1554,33,-160,86,-6155,-500,-821,5220,57,24,40,-109,-90,-1554,-3226,-4234,19575,0,8705,7,0,1,1,-0.03761835708155318,-0.23418532732278904,-1.4113220286953219,0,0,0,"","","",NaN,NaN,NaN,NaN
17712,22980260,-12,0,0,10000,1435,3217,31,-127,17,8,-140,8,-82,62,-2936,820,-4705,-519,930,791,887,755,-6157,-500,-820,5216,-12,27,7,-6157,-502,-763,5226,48,-53,0,4,17,-4,0,0,-1347,0,0,10,27,-17,-21,2536,1998,2368,1865,0,0,0,0,2592,2075,2432,1920,0,0,0,0,1497,1296,1423,1251,0,0,0,0,1477,1287,1420,1243,0,0,0,0,-6,-8,-1,-3,0,0,0,0,1356,1547,-1547,22975912,1367,1545,-1527,1415,884,-1500,33,-160,86,34,-163,98,6,-67,7,-85,289,-332,-6099,-452,-742,5300,1356,1547,-1547,33,-160,86,-6157,-500,-820,5216,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03732091392812981,-0.23398251972550926,-1.4099207561747704,0,0,0,"","","",NaN,NaN,NaN,NaN
17716,22982276,-12,0,0,10000,1435,3217,23,-113,-2,6,-86,-9,-48,-124,-3014,-1535,4778,-2666,927,795,892,752,-6157,-500,-820,5216,-12,22,0,-6160,-499,-761,5223,46,-57,0,5,13,1,0,0,-1350,0,0,9,29,-16,-2,2523,2013,2387,1855,0,0,0,0,2588,2071,2429,1916,0,0,0,0,1496,1294,1422,1250,0,0,0,0,1486,1267,1415,1236,0,0,0,0,-5,-8,-2,-3,0,0,0,0,1356,1547,-1547,22975912,1367,1545,-1527,1415,884,-1500,33,-160,86,34,-163,98,6,-66,6,-85,288,-336,-6099,-452,-742,5300,1356,1547,-1547,33,-160,86,-6157,-500,-820,5216,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03732091392812981,-0.23398251972550926,-1.4099207561747704,0,0,0,"","","",NaN,NaN,NaN,NaN
17720,22984291,-12,0,0,10000,1435,3217,26,-123,23,12,-138,32,-106,56,-3009,587,-5123,-667,928,792,888,755,-6158,-499,-817,5216,-10,20,0,-6160,-499,-761,5223,45,-53,0,4,16,-5,0,0,-1350,0,0,9,25,-7,-14,2526,2003,2368,1865,0,0,0,0,2584,2067,2425,1913,0,0,0,0,1495,1292,1422,1249,0,0,0,0,1486,1272,1415,1240,0,0,0,0,-5,-9,-3,-4,0,0,0,0,1358,1541,-1544,22975912,1367,1545,-1527,1415,884,-1500,33,-158,84,34,-163,98,6,-66,6,-85,288,-336,-6099,-452,-742,5300,1358,1541,-1544,33,-158,84,-6158,-499,-817,5216,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03700333549797879,-0.23327064900503364,-1.4098074261530882,0,0,0,"","","",NaN,NaN,NaN,NaN
17724,22986307,-12,0,0,10000,1435,3217,10,-101,-10,-16,-51,-29,-36,-157,-3057,124,5074,-2864,922,792,891,750,-6159,-498,-816,5216,-11,16,-5,-6160,-498,-757,5223,47,-56,0,8,10,2,0,0,-1344,0,0,10,34,-10,4,2505,2004,2381,1848,0,0,0,0,2579,2063,2422,1909,0,0,0,0,1494,1290,1421,1248,0,0,0,0,1486,1282,1411,1236,0,0,0,0,-5,-10,-4,-4,0,0,0,0,1358,1537,-1542,22975912,1367,1545,-1527,1415,884,-1500,32,-157,83,34,-163,98,6,-66,5,-84,286,-330,-6099,-452,-742,5300,1358,1537,-1542,32,-157,83,-6159,-498,-816,5216,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03701411986343966,-0.23294205734227455,-1.4097898511937987,0,0,0,"","","",NaN,NaN,NaN,NaN
17728,22988323,-12,0,0,10000,1435,3217,22,-105,19,33,-125,28,-60,167,-3026,-811,-4717,-626,923,788,887,750,-6159,-497,-815,5216,-11,18,-6,-6161,-497,-755,5223,48,-57,0,6,11,-4,0,0,-1342,0,0,10,29,-12,-6,2509,1987,2366,1848,0,0,0,0,2575,2058,2419,1905,0,0,0,0,1493,1288,1420,1247,0,0,0,0,1496,1264,1415,1243,0,0,0,0,-5,-10,-5,-5,0,0,0,0,1359,1534,-1540,22975912,1367,1545,-1527,1415,884,-1500,32,-157,82,34,-163,98,6,-65,5,-83,285,-328,-6099,-452,-742,5300,1359,1534,-1540,32,-157,82,-6159,-497,-815,5216,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.037040420395403985,-0.2325880707969577,-1.4097462950383468,0,0,0,"","","",NaN,NaN,NaN,NaN
17732,22990338,-12,0,0,10000,1477,2442,26,-120,21,30,-111,23,-101,-72,-3068,1222,3799,-2771,923,788,883,753,-6159,-497,-813,5215,-8,11,-4,-6161,-497,-753,5223,49,-57,0,5,15,-5,0,0,-1339,0,0,10,24,5,-13,2507,1987,2349,1858,0,0,0,0,2571,2054,2415,1902,0,0,0,0,1492,1286,1419,1246,0,0,0,0,1477,1279,1403,1236,0,0,0,0,-6,-11,-6,-5,0,0,0,0,1360,1531,-1539,22975912,1367,1545,-1527,1415,884,-1500,32,-156,81,34,-163,98,6,-65,5,-83,284,-325,-6099,-452,-742,5300,1360,1531,-1539,32,-156,81,-6159,-497,-813,5215,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03668700749541654,-0.23218929529081378,-1.4093000961842206,0,0,0,"","","",NaN,NaN,NaN,NaN
17736,22992353,-12,0,0,10000,1477,2442,23,-94,30,9,-69,25,-68,113,-3053,-2515,-2770,492,924,782,880,751,-6160,-496,-811,5215,-6,12,-1,-6162,-495,-751,5222,48,-58,0,6,8,-7,0,0,-1336,0,0,10,20,-7,-22,2511,1965,2338,1850,0,0,0,0,2566,2048,2410,1898,0,0,0,0,1491,1284,1418,1245,0,0,0,0,1477,1267,1406,1227,0,0,0,0,-6,-11,-7,-5,0,0,0,0,1360,1528,-1537,22975912,1367,1545,-1527,1415,884,-1500,32,-155,80,34,-163,98,6,-65,5,-83,282,-323,-6099,-452,-742,5300,1360,1528,-1537,32,-155,80,-6160,-496,-811,5215,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03653395519012188,-0.23166900812332597,-1.4092354616478737,0,0,0,"","","",NaN,NaN,NaN,NaN
17740,22994369,-12,0,0,10000,1477,2442,23,-73,4,61,-42,-27,-107,-129,-3082,1594,1820,-5365,923,782,885,746,-6160,-495,-810,5215,-8,16,-3,-6162,-495,-749,5222,49,-59,0,6,3,-1,0,0,-1333,0,0,10,24,-22,-7,2507,1967,2358,1835,0,0,0,0,2563,2043,2406,1895,0,0,0,0,1489,1282,1416,1244,0,0,0,0,1472,1272,1399,1233,0,0,0,0,-6,-12,-7,-6,0,0,0,0,1361,1525,-1535,22975912,1367,1545,-1527,1415,884,-1500,32,-155,80,34,-163,98,6,-64,5,-82,281,-320,-6099,-452,-742,5300,1361,1525,-1535,32,-155,80,-6160,-495,-810,5215,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03656036830283048,-0.23131512808476096,-1.409192228398807,0,0,0,"","","",NaN,NaN,NaN,NaN
17744,22996384,-12,0,0,10000,1477,2442,61,-82,6,98,-77,1,-18,91,-3159,-330,277,446,920,780,877,738,-6161,-495,-809,5215,0,17,-6,-6163,-493,-747,5222,48,-60,0,-3,5,-1,0,0,-1331,0,0,12,-5,-20,-5,2495,1958,2329,1804,0,0,0,0,2559,2038,2402,1890,0,0,0,0,1488,1280,1415,1243,0,0,0,0,1472,1257,1403,1230,0,0,0,0,-6,-11,-8,-7,0,0,0,0,1362,1521,-1534,22975912,1367,1545,-1527,1415,884,-1500,31,-154,79,34,-163,98,5,-64,4,-82,280,-318,-6099,-452,-742,5300,1362,1521,-1534,31,-154,79,-6161,-495,-809,5215,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03638101549978876,-0.23114866234065287,-1.4091711040470627,0,0,0,"","","",NaN,NaN,NaN,NaN
17748,22998400,-12,0,-19,10000,1477,2442,66,-81,9,76,-42,27,-69,10,-2985,-1013,-1714,-8587,923,784,879,740,-6161,-495,-808,5215,7,14,-7,-6163,-494,-744,5222,49,-61,0,-4,5,-2,0,0,-1327,0,0,10,-20,-17,-3,2507,1974,2333,1810,0,0,0,0,2555,2033,2397,1885,0,0,0,0,1487,1277,1413,1241,0,0,0,0,1477,1246,1394,1222,0,0,0,0,-6,-12,-8,-7,0,0,0,0,1362,1518,-1532,22975912,1367,1545,-1527,1415,884,-1500,31,-153,78,34,-163,98,5,-64,4,-81,278,-315,-6099,-452,-742,5300,1362,1518,-1532,31,-153,78,-6161,-495,-808,5215,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.036217072218242635,-0.23095700671354188,-1.4091239344747495,0,0,0,"","","",NaN,NaN,NaN,NaN
17752,23000416,-12,0,-19,10000,1477,2442,57,-72,26,39,-71,27,-133,66,-3068,1834,1616,765,923,775,872,737,-6161,-495,-806,5214,11,18,-3,-6164,-492,-743,5222,47,-62,0,-2,2,-6,0,0,-1325,0,0,12,-23,-27,-19,2508,1940,2307,1799,0,0,0,0,2552,2028,2392,1879,0,0,0,0,1486,1275,1411,1240,0,0,0,0,1472,1261,1403,1230,0,0,0,0,-5,-12,-8,-8,0,0,0,0,1363,1515,-1530,22975912,1367,1545,-1527,1415,884,-1500,31,-152,77,34,-163,98,5,-63,4,-81,277,-312,-6099,-452,-742,5300,1363,1515,-1530,31,-152,77,-6161,-495,-806,5214,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03586418203406804,-0.2305583233192607,-1.4086787484291643,0,0,0,"","","",NaN,NaN,NaN,NaN
17756,23002431,-12,0,-19,10000,1477,2442,8,-130,21,-25,-168,-7,-7,37,-2805,-2511,-1704,-7673,921,781,874,750,-6162,-495,-805,5214,5,9,-1,-6164,-491,-741,5221,48,-63,0,9,15,-5,0,0,-1322,0,0,9,8,12,-22,2500,1961,2317,1848,0,0,0,0,2549,2023,2387,1876,0,0,0,0,1485,1272,1410,1238,0,0,0,0,1481,1251,1390,1236,0,0,0,0,-6,-12,-9,-8,0,0,0,0,1363,1512,-1529,22975912,1367,1545,-1527,1415,884,-1500,31,-152,76,34,-163,98,5,-63,4,-80,276,-309,-6099,-452,-742,5300,1363,1512,-1529,31,-152,76,-6162,-495,-805,5214,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03568493072100273,-0.2303917341274439,-1.4086579524984448,0,0,0,"","","",NaN,NaN,NaN,NaN
17760,23004447,-12,0,-19,10000,1477,2442,-26,-171,-23,-35,-191,-47,-138,-2,-3069,1154,2352,888,903,783,873,747,-6162,-493,-803,5214,-8,-7,-9,-6165,-490,-739,5221,48,-63,0,17,25,5,0,0,-1319,0,0,11,43,55,7,2427,1971,2311,1836,0,0,0,0,2543,2019,2382,1874,0,0,0,0,1484,1270,1408,1237,0,0,0,0,1462,1246,1390,1219,0,0,0,0,-6,-12,-10,-7,0,0,0,0,1364,1509,-1527,22975912,1367,1545,-1527,1415,884,-1500,30,-151,75,34,-163,98,5,-63,4,-80,275,-307,-6099,-452,-742,5300,1364,1509,-1527,30,-151,75,-6162,-493,-803,5214,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03573809699643437,-0.22968415458487437,-1.4085722874466426,0,0,0,"","","",NaN,NaN,NaN,NaN
17764,23006463,-12,0,-19,10000,1477,2442,-9,-127,-24,-1,-73,-35,-16,12,-2824,-75,-2061,-8912,905,786,878,747,-6162,-492,-802,5214,-12,-11,-13,-6165,-489,-737,5221,49,-63,0,13,15,5,0,0,-1317,0,0,9,44,45,14,2436,1981,2330,1837,0,0,0,0,2535,2017,2378,1871,0,0,0,0,1483,1267,1406,1235,0,0,0,0,1481,1251,1394,1230,0,0,0,0,-5,-12,-10,-7,0,0,0,0,1365,1506,-1526,22975912,1367,1545,-1527,1415,884,-1500,30,-150,75,34,-163,98,5,-62,3,-79,274,-305,-6099,-452,-742,5300,1365,1506,-1526,30,-150,75,-6162,-492,-802,5214,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03576467908983765,-0.22933039342837797,-1.4085295293056999,0,0,0,"","","",NaN,NaN,NaN,NaN
17768,23008479,-12,0,-19,10000,1477,2442,-6,-76,-10,4,-59,22,-74,9,-2996,-630,2188,-1120,906,777,879,739,-6163,-491,-801,5214,-14,-2,-15,-6165,-488,-735,5221,49,-64,0,13,3,2,0,0,-1314,0,0,10,47,8,12,2440,1947,2334,1809,0,0,0,0,2529,2013,2375,1868,0,0,0,0,1482,1265,1404,1234,0,0,0,0,1472,1254,1381,1227,0,0,0,0,-5,-12,-10,-7,0,0,0,0,1365,1503,-1524,22975912,1367,1545,-1527,1415,884,-1500,30,-150,74,34,-163,98,5,-62,3,-79,272,-303,-6099,-452,-742,5300,1365,1503,-1524,30,-150,74,-6163,-491,-801,5214,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.035776001021685405,-0.2290015707977102,-1.4085130389141596,0,0,0,"","","",NaN,NaN,NaN,NaN
17772,23010494,-12,0,-19,10000,1451,2442,17,-110,-10,15,-146,-42,-101,42,-2799,1838,-3043,-6343,908,780,876,742,-6163,-490,-800,5214,-10,-1,-12,-6165,-488,-733,5221,51,-64,0,8,11,2,0,0,-1312,0,0,9,31,20,5,2451,1956,2321,1820,0,0,0,0,2524,2009,2372,1864,0,0,0,0,1481,1263,1401,1232,0,0,0,0,1472,1254,1394,1222,0,0,0,0,-5,-12,-11,-7,0,0,0,0,1366,1500,-1523,22975912,1367,1545,-1527,1415,884,-1500,30,-149,73,34,-163,98,5,-62,3,-78,272,-300,-6099,-452,-742,5300,1366,1500,-1523,30,-149,73,-6163,-490,-800,5214,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03580261504860924,-0.22864785066165552,-1.4084703955352054,0,0,0,"","","",NaN,NaN,NaN,NaN
17776,23012510,-12,0,-19,10000,1451,2442,-31,-85,-8,-64,-40,10,3,2,-2927,-1754,3975,-3868,904,774,878,741,-6163,-489,-798,5214,-16,-2,-14,-6166,-486,-731,5221,51,-66,0,19,4,2,0,0,-1309,0,0,10,60,11,8,2434,1936,2330,1815,0,0,0,0,2519,2005,2369,1861,0,0,0,0,1480,1260,1399,1231,0,0,0,0,1472,1251,1372,1222,0,0,0,0,-5,-12,-11,-7,0,0,0,0,1366,1497,-1521,22975912,1367,1545,-1527,1415,884,-1500,30,-148,72,34,-163,98,5,-62,3,-78,270,-298,-6099,-452,-742,5300,1366,1497,-1521,30,-148,72,-6163,-489,-798,5214,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03566547158332244,-0.2281025706576562,-1.4083812853708249,0,0,0,"","","",NaN,NaN,NaN,NaN
17780,23014526,-12,0,-19,10000,1451,2442,-19,-87,13,-3,-102,24,-111,111,-2829,1991,-4971,-3088,906,768,875,742,-6163,-488,-798,5214,-20,4,-8,-6166,-485,-729,5222,52,-66,0,17,5,-3,0,0,-1307,0,0,10,64,2,-5,2442,1915,2320,1818,0,0,0,0,2513,1999,2366,1858,0,0,0,0,1478,1258,1397,1229,0,0,0,0,1472,1240,1381,1222,0,0,0,0,-6,-11,-11,-8,0,0,0,0,1367,1494,-1520,22975912,1367,1545,-1527,1415,884,-1500,30,-147,72,34,-163,98,5,-61,3,-78,269,-296,-6099,-452,-742,5300,1367,1494,-1520,30,-147,72,-6163,-488,-798,5214,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03585584547710367,-0.22794048238551862,-1.4083852927444624,0,0,0,"","","",NaN,NaN,NaN,NaN
17784,23016541,-12,0,-19,10000,1451,2442,7,-76,35,47,-46,45,-14,-70,-2889,-1338,5373,-4023,911,763,869,742,-6164,-487,-797,5214,-17,5,-1,-6166,-484,-728,5221,52,-67,0,10,2,-8,0,0,-1305,0,0,10,48,-5,-25,2460,1897,2298,1820,0,0,0,0,2509,1993,2362,1856,0,0,0,0,1477,1256,1395,1228,0,0,0,0,1462,1246,1376,1213,0,0,0,0,-7,-10,-11,-7,0,0,0,0,1368,1491,-1519,22975912,1367,1545,-1527,1415,884,-1500,29,-147,71,34,-163,98,5,-61,2,-78,268,-294,-6099,-452,-742,5300,1368,1491,-1519,29,-147,71,-6164,-487,-797,5214,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03586733059811291,-0.2276116130516805,-1.4083690249066356,0,0,0,"","","",NaN,NaN,NaN,NaN
17788,23018557,-12,0,-19,10000,1451,2442,-14,-77,35,-45,-86,33,-116,199,-2796,1940,-5433,-99,911,760,869,742,-6164,-486,-796,5213,-14,9,5,-6167,-483,-726,5221,53,-69,0,15,2,-8,0,0,-1303,0,0,10,52,-13,-31,2462,1884,2295,1820,0,0,0,0,2506,1986,2358,1853,0,0,0,0,1476,1254,1393,1226,0,0,0,0,1453,1233,1390,1216,0,0,0,0,-7,-9,-10,-8,0,0,0,0,1368,1488,-1517,22975912,1367,1545,-1527,1415,884,-1500,29,-146,70,34,-163,98,5,-61,2,-77,267,-292,-6099,-452,-742,5300,1368,1488,-1517,29,-146,70,-6164,-486,-796,5213,58,24,39,-117,-97,-1611,-3226,-4234,19575,0,8705,7,0,1,1,-0.03586925613770731,-0.2272428655981878,-1.407975784243591,0,0,0,"","","",NaN,NaN,NaN,NaN
